ECON INL FW PRESS;DRUM PRESS;MN STM PRESS;CRH STM PRESS;HRH STM PRESS;COND VAC WIDE;ECON INL FW TEMP;MN STM TEMP;CRH STM TEMP;HRH STM TEMP;COND INL CW TEMP;COND  OUTL CW TEMP;AHTR PA OUT TEMP ;AHTR OUTL SECA TEMP ;AHTR OUT FG TEMP ;AHTR B OUT FG TEMP 4;PULV  INL PA TEMP;PULV  OUTL COAL/AIR TEMP;MAIN SPRY WTR FLOW;MN STM FLOW;RHR ATM SPRY WTR FLOW;TOT AIR FLOW FD FAN;TOTAL PA Flow;TOT COAL FLOW;GEN OUT MW;FGD SYS INLET NOX;FGD SYS INLET SOX;FGD SYS OUTLET SOX;A/H Outlet O2;Eff Thermal
190.381;185.466;167.478;38.081;36.143;-0.915;288.347;539.733;334.604;537.172;30.000;38.000;345.750;350.328;157.956;154.949;278.077;70.688;162.463;2140.773;5.247;2175.537;510.019;306.429;710.847;648.934;1772.326;592.245;2.707;35.541
190.381;185.466;167.478;38.081;36.080;-0.915;288.347;540.341;335.185;537.172;30.000;38.000;345.750;350.328;158.000;154.729;278.223;70.688;164.392;2139.853;5.071;2175.056;510.134;306.380;712.400;651.064;1781.897;592.043;2.707;35.526
190.381;185.466;167.478;38.081;36.044;-0.915;288.347;541.235;335.749;537.185;30.000;38.000;345.706;350.328;158.000;154.500;278.379;70.688;167.480;2138.097;4.953;2177.290;510.878;306.552;714.084;651.904;1790.800;592.706;2.691;35.483
190.381;185.466;167.478;38.081;36.044;-0.915;288.347;541.250;336.377;537.199;30.000;38.000;345.283;350.328;158.000;154.500;278.279;70.723;170.563;2139.159;4.989;2175.703;509.286;306.613;715.120;650.608;1799.585;595.818;2.723;35.515
190.338;185.558;167.568;38.052;36.044;-0.915;288.135;541.114;335.806;537.277;30.000;38.000;345.000;350.328;158.000;154.500;277.994;70.725;171.133;2140.064;5.033;2178.071;510.240;306.993;715.637;650.608;1796.451;595.616;2.733;35.492
190.523;185.929;167.926;38.017;36.044;-0.915;288.013;540.594;335.703;537.620;30.000;38.000;345.000;350.328;158.031;154.427;278.104;70.725;170.655;2142.333;5.277;2180.232;511.581;306.597;715.558;650.608;1789.461;593.349;2.671;35.588
190.920;186.189;168.241;38.094;36.141;-0.915;288.013;539.938;335.156;537.931;30.000;38.000;345.000;350.328;158.129;154.250;278.273;70.725;174.169;2146.085;5.355;2179.347;511.327;306.524;714.974;650.608;1790.023;592.484;2.661;35.674
191.170;186.475;168.618;38.209;36.212;-0.915;288.013;539.629;335.026;537.923;30.000;38.000;345.000;350.328;158.250;154.250;278.442;70.725;175.096;2150.371;4.754;2180.688;511.482;306.923;714.559;650.353;1786.996;592.472;2.643;35.712
191.455;186.662;168.847;38.248;36.269;-0.915;288.013;538.783;334.375;537.674;30.000;38.000;345.000;350.328;158.250;154.250;278.487;70.761;174.771;2154.488;4.748;2176.156;509.069;306.297;713.083;650.050;1780.525;592.771;2.689;35.837
191.455;186.662;168.847;38.317;36.336;-0.915;288.184;537.902;333.762;537.337;30.000;38.000;345.000;350.467;158.294;154.166;278.275;70.762;174.112;2156.494;4.490;2177.284;510.687;306.557;711.218;649.084;1782.812;587.517;2.688;35.833
191.455;186.662;168.762;38.358;36.374;-0.915;288.230;537.344;333.247;536.876;30.000;38.000;345.000;350.547;158.284;154.095;278.354;70.762;172.043;2159.416;4.750;2177.737;511.393;306.209;708.471;647.201;1780.943;588.421;2.709;35.869
191.455;186.662;168.579;38.358;36.374;-0.915;288.230;536.563;333.125;536.424;30.000;38.000;345.000;350.372;158.299;154.000;278.383;70.762;168.412;2158.140;4.780;2180.681;512.267;306.025;706.386;648.963;1772.077;590.047;2.729;35.862
191.341;186.543;168.295;38.358;36.374;-0.915;288.230;536.917;333.125;536.104;30.000;38.000;344.925;350.000;158.250;153.730;278.243;70.767;166.603;2156.947;4.737;2178.442;510.230;306.171;705.311;649.162;1771.517;590.372;2.747;35.824
190.893;186.162;168.046;38.358;36.362;-0.915;288.230;537.667;333.641;535.763;30.000;38.000;344.750;350.000;158.250;153.500;278.027;70.731;166.248;2153.697;4.679;2179.344;509.480;306.058;705.287;642.943;1773.467;591.629;2.790;35.763
190.763;185.619;167.548;38.280;36.280;-0.915;288.277;537.875;333.906;535.593;30.000;38.000;344.750;350.000;158.250;153.500;277.837;70.650;162.747;2149.570;4.617;2178.960;510.835;306.766;705.670;641.387;1770.981;589.232;2.759;35.587
189.767;185.071;166.907;38.148;36.109;-0.915;288.289;538.234;334.404;535.497;30.000;38.000;344.750;350.000;158.007;153.500;277.735;70.650;161.331;2142.291;4.888;2181.153;511.123;306.427;707.062;643.649;1769.710;582.492;2.816;35.489
189.258;184.527;166.566;37.963;35.987;-0.915;288.289;539.461;334.986;535.635;30.000;38.000;344.750;349.938;158.000;153.500;277.344;70.650;161.891;2135.935;5.375;2180.955;509.702;306.780;708.497;646.017;1774.324;583.387;2.752;35.344
189.165;184.373;166.383;37.925;35.944;-0.915;288.289;540.817;336.022;536.229;30.000;38.000;344.750;349.781;158.000;153.500;276.787;70.650;164.194;2130.442;5.798;2184.256;509.343;307.011;710.795;645.986;1780.701;586.990;2.709;35.263
189.165;184.373;166.402;37.925;35.944;-0.915;288.289;541.846;336.638;536.574;30.000;38.000;344.750;349.781;158.000;153.500;276.294;70.614;166.763;2127.694;5.820;2185.936;511.875;307.344;712.819;644.470;1782.188;592.894;2.686;35.224
189.181;184.452;166.535;37.925;35.944;-0.916;287.967;542.375;337.016;536.839;30.000;38.000;344.750;349.781;157.797;153.500;276.136;70.575;172.112;2127.694;6.008;2187.444;510.786;307.482;714.666;644.470;1775.912;590.230;2.713;35.227
189.292;184.809;167.170;37.925;35.944;-0.916;287.892;542.914;337.344;537.532;30.000;38.000;344.863;349.781;157.677;153.500;275.976;70.575;177.527;2128.580;7.493;2187.667;509.423;307.481;715.552;644.470;1768.190;590.151;2.677;35.297
189.812;185.249;167.408;37.930;35.954;-0.916;287.892;542.849;337.344;537.720;30.000;38.000;345.000;349.830;157.306;153.500;275.394;70.575;180.559;2132.130;7.996;2190.324;511.321;307.462;;;;;;35.371
190.511;185.789;167.885;37.998;36.025;-0.916;287.892;541.957;336.657;538.130;30.000;38.000;345.000;349.891;157.250;153.500;275.338;70.575;183.607;2136.789;8.164;2187.558;511.740;307.440;;;;;;35.488
190.961;186.314;168.240;38.134;36.183;-0.916;287.892;540.454;335.694;538.130;30.000;38.000;345.000;349.891;157.250;153.500;275.488;70.647;186.156;2143.840;8.010;2185.370;510.635;307.493;;;;;;35.583
191.462;186.718;168.999;38.271;36.266;-0.915;288.433;538.684;334.476;538.183;30.000;38.000;345.000;349.891;157.250;153.500;275.602;70.688;187.528;2149.621;7.310;2186.233;509.970;307.454;;;;;;35.680
191.622;186.897;169.157;38.361;36.312;-0.915;288.458;537.303;333.321;538.215;30.000;38.000;345.000;349.891;157.250;153.500;275.287;70.688;186.431;2153.934;5.424;2188.397;511.481;306.823;;;;;;35.797
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
